user_id,cluster_id,segment_label
USER_000009,3,OCCASIONAL
USER_000018,3,OCCASIONAL
USER_000019,3,OCCASIONAL
USER_000030,3,OCCASIONAL
USER_000039,3,OCCASIONAL
USER_000040,3,OCCASIONAL
USER_000046,3,OCCASIONAL
USER_000048,3,OCCASIONAL
USER_000051,3,OCCASIONAL
USER_000066,3,OCCASIONAL
USER_000073,3,OCCASIONAL
USER_000080,3,OCCASIONAL
USER_000094,3,OCCASIONAL
USER_000098,3,OCCASIONAL
USER_000114,3,OCCASIONAL
USER_000119,3,OCCASIONAL
USER_000120,3,OCCASIONAL
USER_000121,3,OCCASIONAL
USER_000125,3,OCCASIONAL
USER_000127,3,OCCASIONAL
USER_000134,3,OCCASIONAL
USER_000136,3,OCCASIONAL
USER_000138,3,OCCASIONAL
USER_000142,3,OCCASIONAL
USER_000144,3,OCCASIONAL
USER_000145,3,OCCASIONAL
USER_000147,3,OCCASIONAL
USER_000153,3,OCCASIONAL
USER_000161,3,OCCASIONAL
USER_000175,3,OCCASIONAL
USER_000187,3,OCCASIONAL
USER_000200,3,OCCASIONAL
USER_000206,3,OCCASIONAL
USER_000207,3,OCCASIONAL
USER_000209,3,OCCASIONAL
USER_000213,3,OCCASIONAL
USER_000222,3,OCCASIONAL
USER_000227,3,OCCASIONAL
USER_000228,3,OCCASIONAL
USER_000240,3,OCCASIONAL
USER_000244,3,OCCASIONAL
USER_000261,3,OCCASIONAL
USER_000272,3,OCCASIONAL
USER_000284,3,OCCASIONAL
USER_000288,3,OCCASIONAL
USER_000292,3,OCCASIONAL
USER_000303,3,OCCASIONAL
USER_000304,3,OCCASIONAL
USER_000306,3,OCCASIONAL
USER_000314,3,OCCASIONAL
USER_000328,3,OCCASIONAL
USER_000331,3,OCCASIONAL
USER_000336,3,OCCASIONAL
USER_000342,3,OCCASIONAL
USER_000343,3,OCCASIONAL
USER_000349,3,OCCASIONAL
USER_000361,3,OCCASIONAL
USER_000366,3,OCCASIONAL
USER_000370,3,OCCASIONAL
USER_000377,3,OCCASIONAL
USER_000378,3,OCCASIONAL
USER_000379,3,OCCASIONAL
USER_000383,3,OCCASIONAL
USER_000387,3,OCCASIONAL
USER_000389,3,OCCASIONAL
USER_000397,3,OCCASIONAL
USER_000405,3,OCCASIONAL
USER_000414,3,OCCASIONAL
USER_000416,3,OCCASIONAL
USER_000420,3,OCCASIONAL
USER_000424,3,OCCASIONAL
USER_000427,3,OCCASIONAL
USER_000435,3,OCCASIONAL
USER_000437,3,OCCASIONAL
USER_000439,3,OCCASIONAL
USER_000443,3,OCCASIONAL
USER_000445,3,OCCASIONAL
USER_000448,3,OCCASIONAL
USER_000451,3,OCCASIONAL
USER_000454,3,OCCASIONAL
USER_000455,3,OCCASIONAL
USER_000460,3,OCCASIONAL
USER_000485,3,OCCASIONAL
USER_000491,3,OCCASIONAL
USER_000494,3,OCCASIONAL
USER_000495,3,OCCASIONAL
USER_000498,3,OCCASIONAL
USER_000499,3,OCCASIONAL
USER_000500,3,OCCASIONAL
USER_000507,3,OCCASIONAL
USER_000517,3,OCCASIONAL
USER_000520,3,OCCASIONAL
USER_000525,3,OCCASIONAL
USER_000529,3,OCCASIONAL
USER_000532,3,OCCASIONAL
USER_000533,3,OCCASIONAL
USER_000538,3,OCCASIONAL
USER_000543,3,OCCASIONAL
USER_000548,3,OCCASIONAL
USER_000560,3,OCCASIONAL
USER_000563,3,OCCASIONAL
USER_000582,3,OCCASIONAL
USER_000601,3,OCCASIONAL
USER_000609,3,OCCASIONAL
USER_000610,3,OCCASIONAL
USER_000614,3,OCCASIONAL
USER_000620,3,OCCASIONAL
USER_000622,3,OCCASIONAL
USER_000623,3,OCCASIONAL
USER_000636,3,OCCASIONAL
USER_000649,3,OCCASIONAL
USER_000650,3,OCCASIONAL
USER_000656,3,OCCASIONAL
USER_000664,3,OCCASIONAL
USER_000665,3,OCCASIONAL
USER_000674,3,OCCASIONAL
USER_000675,3,OCCASIONAL
USER_000677,3,OCCASIONAL
USER_000682,3,OCCASIONAL
USER_000684,3,OCCASIONAL
USER_000687,3,OCCASIONAL
USER_000694,3,OCCASIONAL
USER_000701,3,OCCASIONAL
USER_000706,3,OCCASIONAL
USER_000713,3,OCCASIONAL
USER_000714,3,OCCASIONAL
USER_000719,3,OCCASIONAL
USER_000721,3,OCCASIONAL
USER_000722,3,OCCASIONAL
USER_000731,3,OCCASIONAL
USER_000740,3,OCCASIONAL
USER_000749,3,OCCASIONAL
USER_000752,3,OCCASIONAL
USER_000759,3,OCCASIONAL
USER_000769,3,OCCASIONAL
USER_000779,3,OCCASIONAL
USER_000782,3,OCCASIONAL
USER_000783,3,OCCASIONAL
USER_000785,3,OCCASIONAL
USER_000789,3,OCCASIONAL
USER_000790,3,OCCASIONAL
USER_000801,3,OCCASIONAL
USER_000811,3,OCCASIONAL
USER_000815,3,OCCASIONAL
USER_000819,3,OCCASIONAL
USER_000837,3,OCCASIONAL
USER_000840,3,OCCASIONAL
USER_000854,3,OCCASIONAL
USER_000872,3,OCCASIONAL
USER_000874,3,OCCASIONAL
USER_000877,3,OCCASIONAL
USER_000884,3,OCCASIONAL
USER_000891,3,OCCASIONAL
USER_000898,3,OCCASIONAL
USER_000899,3,OCCASIONAL
USER_000906,3,OCCASIONAL
USER_000916,3,OCCASIONAL
USER_000928,3,OCCASIONAL
USER_000940,3,OCCASIONAL
USER_000944,3,OCCASIONAL
USER_000953,3,OCCASIONAL
USER_000959,3,OCCASIONAL
USER_000969,3,OCCASIONAL
USER_000972,3,OCCASIONAL
USER_000984,3,OCCASIONAL
USER_000989,3,OCCASIONAL
USER_000997,3,OCCASIONAL
USER_000999,3,OCCASIONAL
USER_001006,3,OCCASIONAL
USER_001015,3,OCCASIONAL
USER_001019,3,OCCASIONAL
