user_id,cluster_id,segment_label
USER_000001,0,HIGH
USER_000003,0,HIGH
USER_000004,0,HIGH
USER_000005,0,HIGH
USER_000007,0,HIGH
USER_000010,0,HIGH
USER_000013,0,HIGH
USER_000015,0,HIGH
USER_000017,0,HIGH
USER_000020,0,HIGH
USER_000022,0,HIGH
USER_000023,0,HIGH
USER_000025,0,HIGH
USER_000026,0,HIGH
USER_000033,0,HIGH
USER_000036,0,HIGH
USER_000041,0,HIGH
USER_000042,0,HIGH
USER_000045,0,HIGH
USER_000053,0,HIGH
USER_000054,0,HIGH
USER_000057,0,HIGH
USER_000059,0,HIGH
USER_000060,0,HIGH
USER_000064,0,HIGH
USER_000068,0,HIGH
USER_000070,0,HIGH
USER_000071,0,HIGH
USER_000072,0,HIGH
USER_000074,0,HIGH
USER_000078,0,HIGH
USER_000083,0,HIGH
USER_000084,0,HIGH
USER_000086,0,HIGH
USER_000087,0,HIGH
USER_000088,0,HIGH
USER_000090,0,HIGH
USER_000096,0,HIGH
USER_000097,0,HIGH
USER_000100,0,HIGH
USER_000104,0,HIGH
USER_000106,0,HIGH
USER_000107,0,HIGH
USER_000108,0,HIGH
USER_000110,0,HIGH
USER_000116,0,HIGH
USER_000118,0,HIGH
USER_000126,0,HIGH
USER_000128,0,HIGH
USER_000129,0,HIGH
USER_000133,0,HIGH
USER_000135,0,HIGH
USER_000140,0,HIGH
USER_000149,0,HIGH
USER_000150,0,HIGH
USER_000157,0,HIGH
USER_000162,0,HIGH
USER_000163,0,HIGH
USER_000167,0,HIGH
USER_000168,0,HIGH
USER_000170,0,HIGH
USER_000171,0,HIGH
USER_000172,0,HIGH
USER_000177,0,HIGH
USER_000178,0,HIGH
USER_000179,0,HIGH
USER_000180,0,HIGH
USER_000181,0,HIGH
USER_000182,0,HIGH
USER_000183,0,HIGH
USER_000185,0,HIGH
USER_000186,0,HIGH
USER_000188,0,HIGH
USER_000190,0,HIGH
USER_000191,0,HIGH
USER_000193,0,HIGH
USER_000194,0,HIGH
USER_000198,0,HIGH
USER_000199,0,HIGH
USER_000201,0,HIGH
USER_000202,0,HIGH
USER_000208,0,HIGH
USER_000210,0,HIGH
USER_000211,0,HIGH
USER_000215,0,HIGH
USER_000216,0,HIGH
USER_000219,0,HIGH
USER_000220,0,HIGH
USER_000221,0,HIGH
USER_000223,0,HIGH
USER_000224,0,HIGH
USER_000225,0,HIGH
USER_000230,0,HIGH
USER_000232,0,HIGH
USER_000234,0,HIGH
USER_000235,0,HIGH
USER_000242,0,HIGH
USER_000245,0,HIGH
USER_000246,0,HIGH
USER_000247,0,HIGH
USER_000248,0,HIGH
USER_000251,0,HIGH
USER_000252,0,HIGH
USER_000253,0,HIGH
USER_000254,0,HIGH
USER_000258,0,HIGH
USER_000262,0,HIGH
USER_000264,0,HIGH
USER_000266,0,HIGH
USER_000269,0,HIGH
USER_000270,0,HIGH
USER_000273,0,HIGH
USER_000274,0,HIGH
USER_000276,0,HIGH
USER_000278,0,HIGH
USER_000280,0,HIGH
USER_000281,0,HIGH
USER_000282,0,HIGH
USER_000285,0,HIGH
USER_000286,0,HIGH
USER_000287,0,HIGH
USER_000297,0,HIGH
USER_000300,0,HIGH
USER_000302,0,HIGH
USER_000305,0,HIGH
USER_000307,0,HIGH
USER_000309,0,HIGH
USER_000311,0,HIGH
USER_000312,0,HIGH
USER_000318,0,HIGH
USER_000319,0,HIGH
USER_000320,0,HIGH
USER_000321,0,HIGH
USER_000322,0,HIGH
USER_000323,0,HIGH
USER_000326,0,HIGH
USER_000327,0,HIGH
USER_000330,0,HIGH
USER_000333,0,HIGH
USER_000334,0,HIGH
USER_000337,0,HIGH
USER_000339,0,HIGH
USER_000344,0,HIGH
USER_000345,0,HIGH
USER_000347,0,HIGH
USER_000348,0,HIGH
USER_000350,0,HIGH
USER_000351,0,HIGH
USER_000352,0,HIGH
USER_000353,0,HIGH
USER_000354,0,HIGH
USER_000356,0,HIGH
USER_000359,0,HIGH
USER_000360,0,HIGH
USER_000362,0,HIGH
USER_000363,0,HIGH
USER_000364,0,HIGH
USER_000367,0,HIGH
USER_000368,0,HIGH
USER_000369,0,HIGH
USER_000371,0,HIGH
USER_000373,0,HIGH
USER_000381,0,HIGH
USER_000382,0,HIGH
USER_000384,0,HIGH
USER_000386,0,HIGH
USER_000388,0,HIGH
USER_000390,0,HIGH
USER_000393,0,HIGH
USER_000394,0,HIGH
USER_000395,0,HIGH
USER_000398,0,HIGH
USER_000407,0,HIGH
USER_000410,0,HIGH
USER_000411,0,HIGH
USER_000418,0,HIGH
USER_000419,0,HIGH
USER_000421,0,HIGH
USER_000426,0,HIGH
USER_000428,0,HIGH
USER_000432,0,HIGH
USER_000434,0,HIGH
USER_000436,0,HIGH
USER_000440,0,HIGH
USER_000441,0,HIGH
USER_000447,0,HIGH
USER_000450,0,HIGH
USER_000452,0,HIGH
USER_000456,0,HIGH
USER_000458,0,HIGH
USER_000463,0,HIGH
USER_000464,0,HIGH
USER_000465,0,HIGH
USER_000467,0,HIGH
USER_000468,0,HIGH
USER_000469,0,HIGH
USER_000471,0,HIGH
USER_000472,0,HIGH
USER_000473,0,HIGH
USER_000474,0,HIGH
USER_000475,0,HIGH
USER_000476,0,HIGH
USER_000480,0,HIGH
USER_000483,0,HIGH
USER_000484,0,HIGH
USER_000490,0,HIGH
USER_000501,0,HIGH
USER_000502,0,HIGH
USER_000503,0,HIGH
USER_000505,0,HIGH
USER_000509,0,HIGH
USER_000510,0,HIGH
USER_000511,0,HIGH
USER_000513,0,HIGH
USER_000515,0,HIGH
USER_000518,0,HIGH
USER_000519,0,HIGH
USER_000521,0,HIGH
USER_000522,0,HIGH
USER_000523,0,HIGH
USER_000527,0,HIGH
USER_000531,0,HIGH
USER_000536,0,HIGH
USER_000539,0,HIGH
USER_000540,0,HIGH
USER_000541,0,HIGH
USER_000546,0,HIGH
USER_000547,0,HIGH
USER_000551,0,HIGH
USER_000553,0,HIGH
USER_000557,0,HIGH
USER_000561,0,HIGH
USER_000562,0,HIGH
USER_000565,0,HIGH
USER_000566,0,HIGH
USER_000567,0,HIGH
USER_000568,0,HIGH
USER_000569,0,HIGH
USER_000572,0,HIGH
USER_000573,0,HIGH
USER_000575,0,HIGH
USER_000578,0,HIGH
USER_000583,0,HIGH
USER_000584,0,HIGH
USER_000585,0,HIGH
USER_000587,0,HIGH
USER_000588,0,HIGH
USER_000589,0,HIGH
USER_000590,0,HIGH
USER_000591,0,HIGH
USER_000592,0,HIGH
USER_000593,0,HIGH
USER_000598,0,HIGH
USER_000600,0,HIGH
USER_000602,0,HIGH
USER_000604,0,HIGH
USER_000607,0,HIGH
USER_000612,0,HIGH
USER_000615,0,HIGH
USER_000616,0,HIGH
USER_000617,0,HIGH
USER_000618,0,HIGH
USER_000619,0,HIGH
USER_000621,0,HIGH
USER_000624,0,HIGH
USER_000626,0,HIGH
USER_000628,0,HIGH
USER_000629,0,HIGH
USER_000630,0,HIGH
USER_000632,0,HIGH
USER_000633,0,HIGH
USER_000634,0,HIGH
USER_000635,0,HIGH
USER_000637,0,HIGH
USER_000639,0,HIGH
USER_000641,0,HIGH
USER_000642,0,HIGH
USER_000643,0,HIGH
USER_000645,0,HIGH
USER_000646,0,HIGH
USER_000647,0,HIGH
USER_000651,0,HIGH
USER_000653,0,HIGH
USER_000655,0,HIGH
USER_000657,0,HIGH
USER_000658,0,HIGH
USER_000660,0,HIGH
USER_000662,0,HIGH
USER_000663,0,HIGH
USER_000666,0,HIGH
USER_000667,0,HIGH
USER_000671,0,HIGH
USER_000672,0,HIGH
USER_000673,0,HIGH
USER_000678,0,HIGH
USER_000681,0,HIGH
USER_000685,0,HIGH
USER_000690,0,HIGH
USER_000693,0,HIGH
USER_000697,0,HIGH
USER_000699,0,HIGH
USER_000702,0,HIGH
USER_000708,0,HIGH
USER_000709,0,HIGH
USER_000710,0,HIGH
USER_000717,0,HIGH
USER_000720,0,HIGH
USER_000724,0,HIGH
USER_000727,0,HIGH
USER_000728,0,HIGH
USER_000729,0,HIGH
